style,artist,picture,image
Expressionism,william-h.-johnson,portrait-of-ilya-bolotowsky-1930(1).jpg,downloaded_images\portrait-of-ilya-bolotowsky-1930(1).jpg
Symbolism,martiros-saryan,a-comet-1907.jpg,downloaded_images\a-comet-1907.jpg
Post_Impressionism,pyotr-konchalovsky,balaklava-the-balcony-1929.jpg,downloaded_images\balaklava-the-balcony-1929.jpg
Realism,ivan-kramskoy,contemplator-1876.jpg,downloaded_images\contemplator-1876.jpg
Impressionism,eugene-boudin,deauville-on-the-jetty-1889.jpg,downloaded_images\deauville-on-the-jetty-1889.jpg
Realism,boris-kustodiev,urban-landscape-with-troika.jpg,downloaded_images\urban-landscape-with-troika.jpg
High_Renaissance,giorgione,the-old-woman-1505(2).jpg,downloaded_images\the-old-woman-1505(2).jpg
Early_Renaissance,jacopo-bellini,triptych-of-the-nativity-1470.jpg,downloaded_images\triptych-of-the-nativity-1470.jpg
Expressionism,oskar-kokoschka,not/detected/235830.jpg,downloaded_images\not/detected/235830.jpg
Mannerism_Late_Renaissance,el-greco,mount-sinai-1570.jpg,downloaded_images\mount-sinai-1570.jpg
Symbolism,mikalojus-ciurlionis,andante-sonata-of-the-serpent-1908(1).jpg,downloaded_images\andante-sonata-of-the-serpent-1908(1).jpg
Romanticism,miklos-barabas,portrait-of-savka-obrenovic-1845.jpg,downloaded_images\portrait-of-savka-obrenovic-1845.jpg
Naive_Art_Primitivism,marc-chagall,david-and-bathsheba-1956-1.jpg,downloaded_images\david-and-bathsheba-1956-1.jpg
Romanticism,thomas-cole,prometheus-bound-1847.jpg,downloaded_images\prometheus-bound-1847.jpg
Naive_Art_Primitivism,kazimir-malevich,study-for-portrait-of-a-peasant.jpg,downloaded_images\study-for-portrait-of-a-peasant.jpg
Impressionism,salvador-dali,orchard-at-llane-cadaques-1920.jpg,downloaded_images\orchard-at-llane-cadaques-1920.jpg
Impressionism,camille-pissarro,the-effect-of-snow-at-hermitage-1874.jpg,downloaded_images\the-effect-of-snow-at-hermitage-1874.jpg
Post_Impressionism,william-scott,louise-1939.jpg,downloaded_images\louise-1939.jpg
Northern_Renaissance,hugo-van-der-goes,the-adoration-of-the-kings-monforte-altar.jpg,downloaded_images\the-adoration-of-the-kings-monforte-altar.jpg
Contemporary_Realism,neil-welliver,maine-woodland-png-1970.jpg,downloaded_images\maine-woodland-png-1970.jpg
Northern_Renaissance,hans-holbein-the-younger,the-plowman.jpg,downloaded_images\the-plowman.jpg
Ukiyo_e,kitagawa-utamaro,okita-the-tea-house-girl-1.jpg,downloaded_images\okita-the-tea-house-girl-1.jpg
Early_Renaissance,sandro-botticelli,st-dominic(1).jpg,downloaded_images\st-dominic(1).jpg
Symbolism,james-tissot,god-s-promises-to-abram.jpg,downloaded_images\god-s-promises-to-abram.jpg
Impressionism,pierre-auguste-renoir,landscape-at-wargemont-1879.jpg,downloaded_images\landscape-at-wargemont-1879.jpg
Baroque,canaletto,grand-canal-looking-north-from-near-the-rialto-bridge.jpg,downloaded_images\grand-canal-looking-north-from-near-the-rialto-bridge.jpg
Baroque,rembrandt,flora-1634.jpg,downloaded_images\flora-1634.jpg
Pop_Art,andy-warhol,ingrid-bergman-as-herself-1.jpg,downloaded_images\ingrid-bergman-as-herself-1.jpg
Impressionism,giovanni-fattori,der-heuhaufen-1870.jpg,downloaded_images\der-heuhaufen-1870.jpg
High_Renaissance,andrea-mantegna,the-holy-family-with-st-elizabeth-and-st-john-the-baptist-1505.jpg,downloaded_images\the-holy-family-with-st-elizabeth-and-st-john-the-baptist-1505.jpg
Art_Nouveau_Modern,nicholas-roerich,conquest-of-kazan-1914.jpg,downloaded_images\conquest-of-kazan-1914.jpg
Art_Nouveau_Modern,aubrey-beardsley,the-fruit-bearers.jpg,downloaded_images\the-fruit-bearers.jpg
Realism,henri-fantin-latour,dahlias-1873.jpg,downloaded_images\dahlias-1873.jpg
Abstract_Expressionism,sam-francis,untitled-sfe-090-1993.jpg,downloaded_images\untitled-sfe-090-1993.jpg
Impressionism,pierre-auguste-renoir,the-luncheon-of-the-boating-party-1881-1.jpg,downloaded_images\the-luncheon-of-the-boating-party-1881-1.jpg
Impressionism,mary-cassatt,child-in-orange-dress-1902.jpg,downloaded_images\child-in-orange-dress-1902.jpg
Rococo,maurice-quentin-de-la-tour,portrait-of-philibert-orry.jpg,downloaded_images\portrait-of-philibert-orry.jpg
Expressionism,frank-auerbach,head-of-gerda-boehm.jpg,downloaded_images\head-of-gerda-boehm.jpg
Realism,maxime-lalanne,ch-teau-de-mauvesin-pr-s-bagn-res-de-bigorre.jpg,downloaded_images\ch-teau-de-mauvesin-pr-s-bagn-res-de-bigorre.jpg
Impressionism,john-singer-sargent,miss-wedewood-and-miss-sargent-sketching-1908.jpg,downloaded_images\miss-wedewood-and-miss-sargent-sketching-1908.jpg
Rococo,bernardo-bellotto,vienna-panorama-from-palais-kaunitz.jpg,downloaded_images\vienna-panorama-from-palais-kaunitz.jpg
Ukiyo_e,katsushika-hokusai,sparrow-and-magnolia.jpg,downloaded_images\sparrow-and-magnolia.jpg
Realism,thomas-eakins,portraits-2.jpg,downloaded_images\portraits-2.jpg
Naive_Art_Primitivism,david-burliuk,peasant-woman-with-a-blue-cow.jpg,downloaded_images\peasant-woman-with-a-blue-cow.jpg
Realism,nikolay-bogdanov-belsky,spring-portrait-of-lady-i-baumane.jpg,downloaded_images\spring-portrait-of-lady-i-baumane.jpg
Realism,pavel-fedotov,s-d-shishmarev-on-board-the-ship.jpg,downloaded_images\s-d-shishmarev-on-board-the-ship.jpg
Realism,nicholas-roerich,view-of-izvara-estate-1893.jpg,downloaded_images\view-of-izvara-estate-1893.jpg
High_Renaissance,correggio,the-adoration-of-the-magi-1518(2).jpg,downloaded_images\the-adoration-of-the-magi-1518(2).jpg
Post_Impressionism,nicolae-tonitza,little-girl-1928.jpg,downloaded_images\little-girl-1928.jpg
Abstract_Expressionism,sam-francis,freshet-1971.jpg,downloaded_images\freshet-1971.jpg
Romanticism,eduard-von-gebhardt,m-nnlicher-charakterkopf.jpg,downloaded_images\m-nnlicher-charakterkopf.jpg
Fauvism,piet-mondrian,the-red-mill-1911.jpg,downloaded_images\the-red-mill-1911.jpg
Mannerism_Late_Renaissance,tintoretto,the-raising-of-lazarus-1581.jpg,downloaded_images\the-raising-of-lazarus-1581.jpg
Romanticism,andrei-ryabushkin,sadko-a-wealthy-guest-of-novgorod-illustration-for-the-book-russian-epic-heroes.jpg,downloaded_images\sadko-a-wealthy-guest-of-novgorod-illustration-for-the-book-russian-epic-heroes.jpg
Romanticism,vasily-tropinin,portrait-of-a-writer-v-i-lizogub-1847.jpg,downloaded_images\portrait-of-a-writer-v-i-lizogub-1847.jpg
Expressionism,tsuguharu-foujita,self-porttrait-with-a-cat.jpg,downloaded_images\self-porttrait-with-a-cat.jpg
Abstract_Expressionism,willem-de-kooning,fire-island.jpg,downloaded_images\fire-island.jpg
Baroque,jan-steen,little-collector-1665.jpg,downloaded_images\little-collector-1665.jpg
Cubism,juan-gris,clown.jpg,downloaded_images\clown.jpg
Realism,vincent-van-gogh,vase-with-carnations-and-bottle-1886.jpg,downloaded_images\vase-with-carnations-and-bottle-1886.jpg
Romanticism,john-atkinson-grimshaw,november-moonlight.jpg,downloaded_images\november-moonlight.jpg
Rococo,louise-elisabeth-vigee-le-brun,self-portrait-in-a-straw-hat-1787.jpg,downloaded_images\self-portrait-in-a-straw-hat-1787.jpg
Baroque,rembrandt,the-golf-player-1654.jpg,downloaded_images\the-golf-player-1654.jpg
Impressionism,alfred-sisley,bridge-at-villeneuve-la-garenne-1872-1.jpg,downloaded_images\bridge-at-villeneuve-la-garenne-1872-1.jpg
Expressionism,ossip-zadkine,dance.jpg,downloaded_images\dance.jpg
Post_Impressionism,vincent-van-gogh,restaurant-menu-1886.jpg,downloaded_images\restaurant-menu-1886.jpg
High_Renaissance,michelangelo,ignudo-4.jpg,downloaded_images\ignudo-4.jpg
Realism,vincent-van-gogh,landscape-with-willows-and-sun-shining-through-the-clouds-1884.jpg,downloaded_images\landscape-with-willows-and-sun-shining-through-the-clouds-1884.jpg
Expressionism,amedeo-modigliani,standing-nude-with-garden-background-1913.jpg,downloaded_images\standing-nude-with-garden-background-1913.jpg
Realism,vincent-van-gogh,hands-1885-2(1).jpg,downloaded_images\hands-1885-2(1).jpg
Realism,nicholas-roerich,porch-of-ancient-wooden-church-in-ladoga-1899.jpg,downloaded_images\porch-of-ancient-wooden-church-in-ladoga-1899.jpg
Post_Impressionism,theo-van-rysselberghe,woman-at-a-mirror-1907.jpg,downloaded_images\woman-at-a-mirror-1907.jpg
Realism,ivan-kramskoy,inspection-of-the-old-house-1874.jpg,downloaded_images\inspection-of-the-old-house-1874.jpg
Post_Impressionism,gwen-john,the-pilgrim.jpg,downloaded_images\the-pilgrim.jpg
Realism,charles-hermans,at-the-masquerade-detail.jpg,downloaded_images\at-the-masquerade-detail.jpg
High_Renaissance,raphael,psyche-presenting-venus-with-water-from-the-styx-1517.jpg,downloaded_images\psyche-presenting-venus-with-water-from-the-styx-1517.jpg
Baroque,bartolome-esteban-murillo,st-leander-1655.jpg,downloaded_images\st-leander-1655.jpg
Post_Impressionism,victor-borisov-musatov,garlands-of-cornflowers-1905.jpg,downloaded_images\garlands-of-cornflowers-1905.jpg
Post_Impressionism,edouard-cortes,st-martin-2.jpg,downloaded_images\st-martin-2.jpg
High_Renaissance,michelangelo,the-prophet-daniel-1511.jpg,downloaded_images\the-prophet-daniel-1511.jpg
Rococo,vieira-portuense,retrato-de-uma-mulher-1800.jpg,downloaded_images\retrato-de-uma-mulher-1800.jpg
Impressionism,alfred-sisley,bridge-at-serves.jpg,downloaded_images\bridge-at-serves.jpg
Impressionism,camille-pissarro,the-pont-neuf-1901.jpg,downloaded_images\the-pont-neuf-1901.jpg
Naive_Art_Primitivism,marc-chagall,rebellious-prophet-was-killed-by-a-lion-i-kings-xiii-24-28.jpg,downloaded_images\rebellious-prophet-was-killed-by-a-lion-i-kings-xiii-24-28.jpg
Expressionism,chronis-botsoglou,landscape-1963.jpg,downloaded_images\landscape-1963.jpg
Post_Impressionism,moise-kisling,not-identified-35.jpg,downloaded_images\not-identified-35.jpg
Impressionism,sever-burada,springtime-in-c-lm-valley.jpg,downloaded_images\springtime-in-c-lm-valley.jpg
Post_Impressionism,walter-sickert,ennui.jpg,downloaded_images\ennui.jpg
Expressionism,ossip-zadkine,three-women-in-an-interior.jpg,downloaded_images\three-women-in-an-interior.jpg
Impressionism,claude-monet,the-mill-at-vervy.jpg,downloaded_images\the-mill-at-vervy.jpg
Realism,james-tissot,caricature-of-charles-voysey.jpg,downloaded_images\caricature-of-charles-voysey.jpg
Naive_Art_Primitivism,maria-primachenko,may-i-give-this-ukrainian-bread-to-all-people-in-this-big-wide-world-1982.jpg,downloaded_images\may-i-give-this-ukrainian-bread-to-all-people-in-this-big-wide-world-1982.jpg
Realism,vincent-van-gogh,weaver-facing-left-1884.jpg,downloaded_images\weaver-facing-left-1884.jpg
Impressionism,eugene-boudin,trouville-the-port-at-low-tide-1887.jpg,downloaded_images\trouville-the-port-at-low-tide-1887.jpg
Expressionism,m.c.-escher,skull.jpg,downloaded_images\skull.jpg
Abstract_Expressionism,morris-graves,surf-and-bird-1940.jpg,downloaded_images\surf-and-bird-1940.jpg
Baroque,rembrandt,the-holy-family-fragment-1645.jpg,downloaded_images\the-holy-family-fragment-1645.jpg
Early_Renaissance,piero-della-francesca,view-of-the-cappella-maggiore-1466(1).jpg,downloaded_images\view-of-the-cappella-maggiore-1466(1).jpg
Post_Impressionism,pyotr-konchalovsky,still-life-with-begonia-1916.jpg,downloaded_images\still-life-with-begonia-1916.jpg
Romanticism,karl-bryullov,portrait-of-ye-i-durnova.jpg,downloaded_images\portrait-of-ye-i-durnova.jpg
Expressionism,andre-derain,the-portrait-of-woman-1913.jpg,downloaded_images\the-portrait-of-woman-1913.jpg
Color_Field_Painting,john-hoyland,4-5-68-1968.jpg,downloaded_images\4-5-68-1968.jpg
Romanticism,francisco-goya,scene-of-a-bullfight.jpg,downloaded_images\scene-of-a-bullfight.jpg
Impressionism,max-liebermann,villa.jpg,downloaded_images\villa.jpg
Realism,ivan-shishkin,rotten-wood-covered-with-moss-1890.jpg,downloaded_images\rotten-wood-covered-with-moss-1890.jpg
Romanticism,john-constable,stonehenge-1835.jpg,downloaded_images\stonehenge-1835.jpg
Romanticism,francisco-goya,la-tirana-1799.jpg,downloaded_images\la-tirana-1799.jpg
Impressionism,mary-cassatt,sleepy-baby-1910.jpg,downloaded_images\sleepy-baby-1910.jpg
Pop_Art,burhan-dogancay,blazing-star-1999.jpg,downloaded_images\blazing-star-1999.jpg
Symbolism,nikolaos-gyzis,mother-of-god-study-1898.jpg,downloaded_images\mother-of-god-study-1898.jpg
Impressionism,john-singer-sargent,the-steps-of-the-church-of-s-s-domenico-e-siste-in-rome-1906.jpg,downloaded_images\the-steps-of-the-church-of-s-s-domenico-e-siste-in-rome-1906.jpg
Analytical_Cubism,georges-braque,still-life-with-harp-and-violin-1911.jpg,downloaded_images\still-life-with-harp-and-violin-1911.jpg
Minimalism,leo-villareal,column-2004.jpg,downloaded_images\column-2004.jpg
Impressionism,valentin-serov,portrait-of-the-writer-leonid-andreev-1907.jpg,downloaded_images\portrait-of-the-writer-leonid-andreev-1907.jpg
Pop_Art,marjorie-strider,eyeful-2010.jpg,downloaded_images\eyeful-2010.jpg
Pop_Art,hiro-yamagata,vacance-1980.jpg,downloaded_images\vacance-1980.jpg
Art_Nouveau_Modern,konstantin-somov,poster-of-exhibition-of-russian-and-finnish-artists-1898.jpg,downloaded_images\poster-of-exhibition-of-russian-and-finnish-artists-1898.jpg
Symbolism,konstantin-bogaevsky,italian-landscape-1911.jpg,downloaded_images\italian-landscape-1911.jpg
Naive_Art_Primitivism,marc-chagall,king-david-1974-2.jpg,downloaded_images\king-david-1974-2.jpg
Rococo,jean-marc-nattier,mademoiselle-de-clermont-as-a-sultana-1733.jpg,downloaded_images\mademoiselle-de-clermont-as-a-sultana-1733.jpg
Baroque,diego-velazquez,mercury-and-argus.jpg,downloaded_images\mercury-and-argus.jpg
Art_Nouveau_Modern,heorhiy-narbut,sheet-ch-from-the-album-ukrainian-alphabet-1917.jpg,downloaded_images\sheet-ch-from-the-album-ukrainian-alphabet-1917.jpg
Abstract_Expressionism,dan-christensen,crayola-1982.jpg,downloaded_images\crayola-1982.jpg
Cubism,marc-chagall,marketplace-in-vitebsk-1917.jpg,downloaded_images\marketplace-in-vitebsk-1917.jpg
Baroque,isaac-van-ostade,interior-of-a-peasant-house.jpg,downloaded_images\interior-of-a-peasant-house.jpg
Expressionism,emil-nolde,papuan-youth-1914.jpg,downloaded_images\papuan-youth-1914.jpg
Expressionism,yiannis-tsaroychis,portrait-of-a-young-aviator-1954.jpg,downloaded_images\portrait-of-a-young-aviator-1954.jpg
Art_Nouveau_Modern,henri-de-toulouse-lautrec,yvette-guilbert-1.jpg,downloaded_images\yvette-guilbert-1.jpg
Northern_Renaissance,albrecht-durer,young-steer.jpg,downloaded_images\young-steer.jpg
Symbolism,kazimir-malevich,two-dryads-1908.jpg,downloaded_images\two-dryads-1908.jpg
Expressionism,max-weber,adoration-of-the-moon.jpg,downloaded_images\adoration-of-the-moon.jpg
Mannerism_Late_Renaissance,jacopo-pontormo,study-to-moses-receiving-the-tablets-of-law.jpg,downloaded_images\study-to-moses-receiving-the-tablets-of-law.jpg
Romanticism,francisco-goya,i-am-still-learning.jpg,downloaded_images\i-am-still-learning.jpg
Romanticism,konstantin-makovsky,cairene-1.jpg,downloaded_images\cairene-1.jpg
Impressionism,pierre-auguste-renoir,bather-admiring-herself-in-the-water.jpg,downloaded_images\bather-admiring-herself-in-the-water.jpg
Early_Renaissance,carlo-crivelli,enthroned-madonna-saint-jerome-and-st-sebastian-1490.jpg,downloaded_images\enthroned-madonna-saint-jerome-and-st-sebastian-1490.jpg
Realism,henri-fantin-latour,pansies-1903.jpg,downloaded_images\pansies-1903.jpg
Minimalism,walter-darby-bannard,aqua-same-1962.jpg,downloaded_images\aqua-same-1962.jpg
Impressionism,james-tissot,autumn-on-the-thames.jpg,downloaded_images\autumn-on-the-thames.jpg
Northern_Renaissance,hieronymus-bosch,st-john-the-evangelist-on-patmos-reverse.jpg,downloaded_images\st-john-the-evangelist-on-patmos-reverse.jpg
Impressionism,hoca-ali-riza,manzara-landscape-1898.jpg,downloaded_images\manzara-landscape-1898.jpg
Realism,vladimir-makovsky,without-a-master-1911.jpg,downloaded_images\without-a-master-1911.jpg
Impressionism,pierre-auguste-renoir,path-through-the-undergrowth-1910.jpg,downloaded_images\path-through-the-undergrowth-1910.jpg
Abstract_Expressionism,willem-de-kooning,untitled-1986.jpg,downloaded_images\untitled-1986.jpg
Expressionism,lucian-freud,the-big-man-1977.jpg,downloaded_images\the-big-man-1977.jpg
Northern_Renaissance,albrecht-durer,study-of-a-man-with-a-drill.jpg,downloaded_images\study-of-a-man-with-a-drill.jpg
High_Renaissance,pietro-perugino,madonna-with-saints-adoring-the-child.jpg,downloaded_images\madonna-with-saints-adoring-the-child.jpg
Impressionism,antoine-blanchard,arc-de-triomphe-1.jpg,downloaded_images\arc-de-triomphe-1.jpg
Impressionism,claude-monet,waterloo-bridge-london-1.jpg,downloaded_images\waterloo-bridge-london-1.jpg
Realism,georgios-jakobides,plan-for-the-short-story-the-ugly-sister-of-d-vikelas-1901(1).jpg,downloaded_images\plan-for-the-short-story-the-ugly-sister-of-d-vikelas-1901(1).jpg
Cubism,christian-schad,kreuzabnahme-1916.jpg,downloaded_images\kreuzabnahme-1916.jpg
Symbolism,harry-clarke,the-year-s-at-the-spring-1920-7.jpg,downloaded_images\the-year-s-at-the-spring-1920-7.jpg
Impressionism,camille-pissarro,two-cowherds-by-the-river.jpg,downloaded_images\two-cowherds-by-the-river.jpg
Early_Renaissance,domenico-ghirlandaio,the-miracle-of-a-child-1486.jpg,downloaded_images\the-miracle-of-a-child-1486.jpg
Cubism,marevna-(marie-vorobieff),portrait-of-a-young-david-1955.jpg,downloaded_images\portrait-of-a-young-david-1955.jpg
Art_Nouveau_Modern,henri-de-toulouse-lautrec,the-mad-cow.jpg,downloaded_images\the-mad-cow.jpg
Realism,vincent-van-gogh,head-of-a-peasant-woman-with-dark-cap-1885(1).jpg,downloaded_images\head-of-a-peasant-woman-with-dark-cap-1885(1).jpg
Contemporary_Realism,jamie-wyeth,not-detected-267434.jpg,downloaded_images\not-detected-267434.jpg
Minimalism,li-yuan-chia,untitled-triptych.jpg,downloaded_images\untitled-triptych.jpg
Romanticism,gustave-dore,don-quixote-117.jpg,downloaded_images\don-quixote-117.jpg
Symbolism,jozsef-rippl-ronai,woman-in-ink-dress-and-black-collar-1915.jpg,downloaded_images\woman-in-ink-dress-and-black-collar-1915.jpg
Post_Impressionism,mikhail-nesterov,sasha-1915.jpg,downloaded_images\sasha-1915.jpg
Impressionism,maxime-maufra,waterloo-de-new-brighton.jpg,downloaded_images\waterloo-de-new-brighton.jpg
Impressionism,pierre-auguste-renoir,portrait-of-lucienne-1918.jpg,downloaded_images\portrait-of-lucienne-1918.jpg
Ukiyo_e,utagawa-toyokuni,the-heian-courtier.jpg,downloaded_images\the-heian-courtier.jpg
Symbolism,mikhail-vrubel,a-man-in-a-russian-old-style-costume-1886.jpg,downloaded_images\a-man-in-a-russian-old-style-costume-1886.jpg
Art_Nouveau_Modern,jacek-malczewski,poisoned-well-ii.jpg,downloaded_images\poisoned-well-ii.jpg
Naive_Art_Primitivism,pablo-picasso,untitled-1939-2.jpg,downloaded_images\untitled-1939-2.jpg
Symbolism,nicholas-roerich,christ-1933.jpg,downloaded_images\christ-1933.jpg
High_Renaissance,raphael,prime-mover-from-the-stanza-della-segnatura-1511.jpg,downloaded_images\prime-mover-from-the-stanza-della-segnatura-1511.jpg
Northern_Renaissance,dirk-bouts,the-middle-panel-of-the-pearl-of-brabant-adoration-of-the-magi.jpg,downloaded_images\the-middle-panel-of-the-pearl-of-brabant-adoration-of-the-magi.jpg
Baroque,annibale-carracci,baptism-of-christ-1584.jpg,downloaded_images\baptism-of-christ-1584.jpg
Symbolism,konstantin-bogaevsky,the-industrial-landscape.jpg,downloaded_images\the-industrial-landscape.jpg
Baroque,pietro-da-cortona,the-martyrdom-of-saint-stephen-1660.jpg,downloaded_images\the-martyrdom-of-saint-stephen-1660.jpg
Ukiyo_e,ito-shinsui,morning-at-kambayashi-1948.jpg,downloaded_images\morning-at-kambayashi-1948.jpg
Symbolism,nicholas-roerich,message-from-shambhala-1.jpg,downloaded_images\message-from-shambhala-1.jpg
Pop_Art,roy-lichtenstein,the-den-1990.jpg,downloaded_images\the-den-1990.jpg
Impressionism,paul-signac,the-jetty.jpg,downloaded_images\the-jetty.jpg
Symbolism,nicholas-roerich,white-stone-sign-of-cintamani-or-horse-of-happiness-1933.jpg,downloaded_images\white-stone-sign-of-cintamani-or-horse-of-happiness-1933.jpg
Expressionism,salvador-dali,et-cognoverunt-eum-in-fractione-panis-1964.jpg,downloaded_images\et-cognoverunt-eum-in-fractione-panis-1964.jpg
Baroque,johannes-vermeer,a-young-woman-seated-at-the-virginals-a-young-woman-seated-at-the-virginal.jpg,downloaded_images\a-young-woman-seated-at-the-virginals-a-young-woman-seated-at-the-virginal.jpg
Realism,horia-bernea,flowers-1978.jpg,downloaded_images\flowers-1978.jpg
Symbolism,kuzma-petrov-vodkin,sketch-of-the-painting-girls-on-the-volga-1914.jpg,downloaded_images\sketch-of-the-painting-girls-on-the-volga-1914.jpg
Art_Nouveau_Modern,felix-vallotton,mont-blanc-1892.jpg,downloaded_images\mont-blanc-1892.jpg
Naive_Art_Primitivism,marc-chagall,noah-s-ark-3.jpg,downloaded_images\noah-s-ark-3.jpg
Early_Renaissance,pietro-perugino,madonna-enthroned-with-saints-catherine-and-rose-of-alexandria-and-two-angels-1492.jpg,downloaded_images\madonna-enthroned-with-saints-catherine-and-rose-of-alexandria-and-two-angels-1492.jpg
Romanticism,edwin-henry-landseer,the-sanctuary.jpg,downloaded_images\the-sanctuary.jpg
Rococo,william-hogarth,portrait-of-lady-mary-grey-and-lord-george-grey-1740.jpg,downloaded_images\portrait-of-lady-mary-grey-and-lord-george-grey-1740.jpg
Impressionism,camille-pissarro,market-at-pontoise-1895.jpg,downloaded_images\market-at-pontoise-1895.jpg
Baroque,rembrandt,christ-in-the-storm-1633.jpg,downloaded_images\christ-in-the-storm-1633.jpg
Expressionism,mary-fedden,lanzarote-1977.jpg,downloaded_images\lanzarote-1977.jpg
Realism,salvador-dali,the-prince-of-sleep-el-principe-de-ensueno-1979.jpg,downloaded_images\the-prince-of-sleep-el-principe-de-ensueno-1979.jpg
Romanticism,lev-lagorio,on-the-island-of-capri-coastal-cliffs-1859.jpg,downloaded_images\on-the-island-of-capri-coastal-cliffs-1859.jpg
Naive_Art_Primitivism,fernand-leger,study-nuts-1931.jpg,downloaded_images\study-nuts-1931.jpg
Art_Nouveau_Modern,nicholas-roerich,parting-century.jpg,downloaded_images\parting-century.jpg
Post_Impressionism,vincent-van-gogh,orchard-and-house-with-orange-roof-1888.jpg,downloaded_images\orchard-and-house-with-orange-roof-1888.jpg
Art_Nouveau_Modern,wilhelm-kotarbinski,wave-1.jpg,downloaded_images\wave-1.jpg
Expressionism,horia-bernea,hills-at-poiana-m-rului-1966.jpg,downloaded_images\hills-at-poiana-m-rului-1966.jpg
Impressionism,joaquã­n-sorolla,the-coast-near-san-sebastian-1918.jpg,downloaded_images\the-coast-near-san-sebastian-1918.jpg
Realism,boris-kustodiev,harvester-1924.jpg,downloaded_images\harvester-1924.jpg
Impressionism,pierre-auguste-renoir,leontine-and-coco-1909.jpg,downloaded_images\leontine-and-coco-1909.jpg
Symbolism,james-tissot,the-prophet-jonah.jpg,downloaded_images\the-prophet-jonah.jpg
Post_Impressionism,georges-vantongerloo,moored-fishing-boats-in-volendam-1915.jpg,downloaded_images\moored-fishing-boats-in-volendam-1915.jpg
Impressionism,rudolf-schweitzer-cumpana,geamia-din-balcic.jpg,downloaded_images\geamia-din-balcic.jpg
Expressionism,henri-matisse,notre-dame-1914.jpg,downloaded_images\notre-dame-1914.jpg
Cubism,pyotr-konchalovsky,bridge-in-nara-the-wind-1918.jpg,downloaded_images\bridge-in-nara-the-wind-1918.jpg
Realism,vasily-tropinin,portrait-of-a-a-sapozhnikov-1852.jpg,downloaded_images\portrait-of-a-a-sapozhnikov-1852.jpg
Northern_Renaissance,albrecht-altdorfer,beautiful-mary-in-the-church-1519.jpg,downloaded_images\beautiful-mary-in-the-church-1519.jpg
Northern_Renaissance,albrecht-durer,the-holy-family-with-joachim-and-saint-ann.jpg,downloaded_images\the-holy-family-with-joachim-and-saint-ann.jpg
Expressionism,max-beckmann,reclining-nude-1929.jpg,downloaded_images\reclining-nude-1929.jpg
Expressionism,balthus,still-life-with-lamp-1958.jpg,downloaded_images\still-life-with-lamp-1958.jpg
Impressionism,camille-pissarro,london-st-paul-s-cathedral-1890.jpg,downloaded_images\london-st-paul-s-cathedral-1890.jpg
Color_Field_Painting,sam-francis,untitled-sam-francis-for-arnold-newman.jpg,downloaded_images\untitled-sam-francis-for-arnold-newman.jpg
Impressionism,samuel-mutzner,plase-la-uscat.jpg,downloaded_images\plase-la-uscat.jpg
Realism,william-merritt-chase,my-daughter-dieudonne-alice-dieudonne-chase.jpg,downloaded_images\my-daughter-dieudonne-alice-dieudonne-chase.jpg
Post_Impressionism,georges-lemmen,family-gathering-in-saint-idesbald.jpg,downloaded_images\family-gathering-in-saint-idesbald.jpg
Cubism,umberto-boccioni,the-antigraceful-1912.jpg,downloaded_images\the-antigraceful-1912.jpg
Post_Impressionism,gwen-john,girl-with-bare-shoulders-1909.jpg,downloaded_images\girl-with-bare-shoulders-1909.jpg
Symbolism,mikalojus-ciurlionis,creation-of-the-world-vii-1906.jpg,downloaded_images\creation-of-the-world-vii-1906.jpg
Romanticism,gustave-dore,esther-before-the-king.jpg,downloaded_images\esther-before-the-king.jpg
Romanticism,paul-cezanne,portrait-of-uncle-dominique-1866.jpg,downloaded_images\portrait-of-uncle-dominique-1866.jpg
Early_Renaissance,fra-angelico,thebaid.jpg,downloaded_images\thebaid.jpg
Impressionism,robert-julian-onderdonk,east-loyal-field-1908.jpg,downloaded_images\east-loyal-field-1908.jpg
Impressionism,edgar-degas,make-an-attempt-second-version-1877.jpg,downloaded_images\make-an-attempt-second-version-1877.jpg
Symbolism,nicholas-roerich,monhigan-study-1922-13.jpg,downloaded_images\monhigan-study-1922-13.jpg
Expressionism,max-weber,portrait-of-abraham-walkowitz.jpg,downloaded_images\portrait-of-abraham-walkowitz.jpg
Art_Nouveau_Modern,carl-larsson,a-day-of-celebration(1).jpg,downloaded_images\a-day-of-celebration(1).jpg
Romanticism,william-turner,the-dogana-san-giorgio-citella-from-the-steps-of-the-europa.jpg,downloaded_images\the-dogana-san-giorgio-citella-from-the-steps-of-the-europa.jpg
Early_Renaissance,fra-angelico,the-story-of-st-nicholas-1448-1.jpg,downloaded_images\the-story-of-st-nicholas-1448-1.jpg
High_Renaissance,leonardo-da-vinci,caricature.jpg,downloaded_images\caricature.jpg
Symbolism,nicholas-roerich,snowy-peaks.jpg,downloaded_images\snowy-peaks.jpg
Romanticism,william-holman-hunt,the-birthday-a-portrait-of-the-artist-s-wife-edith.jpg,downloaded_images\the-birthday-a-portrait-of-the-artist-s-wife-edith.jpg
Baroque,francesco-guardi,the-piazzetta-looking-toward-san-giorgio-maggiore.jpg,downloaded_images\the-piazzetta-looking-toward-san-giorgio-maggiore.jpg
Impressionism,henri-catargi,pansies-1974.jpg,downloaded_images\pansies-1974.jpg
