style,artist,picture
Impressionism,childe-hassam,church-procession-spanish-steps
Cubism,pablo-picasso,two-naked-figures
Romanticism,edward-burne-jones,george-howard
Baroque,judith-leyster,jolly-toper-1629
Ukiyo_e,katsushika-hokusai,fishing-in-the-bay-uraga
Post_Impressionism,gustave-loiseau,port-at-dieppe-1
Realism,william-adolphe-bouguereau,bacchante-1894
Post_Impressionism,anna-ostroumova-lebedeva,the-moon-1900
Realism,constantin-guys,at-the-theater-au-foyer-du-th-atre-ladies-and-gentlemen
Realism,boris-kustodiev,portrait-of-a-governor-general-of-finland-n-i-bobrikov-1903
Expressionism,dimitris-mytaras,mirror-with-mauve-1964
Minimalism,john-mclaughlin,number-14-1963
Symbolism,konstantin-vasilyev,unexpected-meeting
Post_Impressionism,theo-van-rysselberghe,self-portrait-with-palette-1916
Romanticism,orest-kiprensky,apprentice
Baroque,rembrandt,jacob-wrestling-with-the-angel-1659
High_Renaissance,pietro-perugino,combat-of-love-and-chastity-1505
Baroque,gian-lorenzo-bernini,bust-of-pope-urban-viii-1633(1)
Romanticism,gustave-moreau,song-of-songs-1853
Post_Impressionism,karl-schrag,forms-of-trees-and-clouds
Symbolism,james-tissot,the-ark-passes-over-the-jordan
Baroque,jan-steen,twin-birth-celebration-1668
Post_Impressionism,irma-stern,portrait-of-a-young-girl-1939
Abstract_Expressionism,dan-christensen,crossbreed-ii-1981
Romanticism,ivan-aivazovsky,winter-scene-in-little-russia-1868
Post_Impressionism,wu-guanzhong,a-fishing-harbour-1991
Realism,fyodor-vasilyev,landscape-with-peasant-s-huts-and-pond-near-st-petersburg-1871
Naive_Art_Primitivism,marc-chagall,a-couple-in-twilight-1980
Impressionism,edgar-degas,after-bathing-woman-drying-herself
Realism,nicholas-roerich,the-kremlin-tower-of-novgorod-1903
Impressionism,claude-monet,charing-cross-bridge-03
Symbolism,nicholas-roerich,tibet-stronghold-potala-1939
Romanticism,william-turner,venice-seen-from-the-giudecca-canal
Realism,john-singer-sargent,thistles
Realism,vladimir-makovsky,the-choice-of-wedding-presents-1898
Northern_Renaissance,lucas-cranach-the-elder,christian-ii-of-denmark-and-norway
Cubism,pablo-picasso,pedestal-glasses-cups-mandolin-1911
Realism,andrei-ryabushkin,going-on-a-visit
Expressionism,corneliu-baba,fellow-citizens-1974
Baroque,paul-bril,coastal-landscape-1596
Realism,vincent-van-gogh,stooks-and-a-peasant-stacking-sheaves-1885
Naive_Art_Primitivism,henri-rousseau,view-of-malakoff-hauts-de-seine-1903
Art_Nouveau_Modern,alphonse-mucha,morning-star-1902
Symbolism,nicholas-roerich,predicted-cloud
Baroque,johannes-vermeer,the-glass-of-wine
Cubism,fernand-leger,naked-model-in-the-workshop-1913
Fauvism,gregoire-boonzaier,black-jug-and-samovar-1962
Romanticism,ivan-aivazovsky,sunset-at-the-crimean-coast-1856
Post_Impressionism,panayiotis-tetsis,the-view-from-xenokratous-street-in-athens
Ukiyo_e,utagawa-sadatora,woman-sitting-in-front-of-a-screen-titled-fukurokuju
Realism,viktor-vasnetsov,reaper-1867
Realism,boris-kustodiev,alexei-tolstoy-the-adventures-of-nevzorov-or-ibikus-1925
Realism,john-lewis-krimmel,black-sawyers-working-in-front-ot-the-bank-of-pennsylvania-philadelphia
Cubism,lyubov-popova,still-life-with-guitar-1915
Rococo,jean-baptiste-oudry,still-life-with-a-violin-a-recorder-books-a-portfolio-of-sheet-of-music-peaches-and-grapes-on-a
Cubism,juan-gris,glass-and-carafe-1917
Symbolism,nicholas-roerich,path-to-kailas-1932
Romanticism,sir-lawrence-alma-tadema,the-colosseum-1896
Realism,ivan-kramskoy,portrait-of-ekaterina-kornilova-1880
Post_Impressionism,jacques-villon,autre-temps
Expressionism,henri-matisse,purple-robe-and-anemones-1937
Art_Nouveau_Modern,carl-larsson,on-the-farm-1905(1)
Impressionism,victor-borisov-musatov,boy-seated-1901
Realism,pyotr-konchalovsky,still-life-lilacs-in-the-bucket-1943
Mannerism_Late_Renaissance,giorgio-vasari,the-last-judgment
Impressionism,john-singer-sargent,rio-de-santa-maria-formosa-1905
Realism,valentin-serov,portrait-of-konstantin-stanislavski-1908
Realism,vasily-vereshchagin,brahminic-temple-in-adelnure-1876
Art_Nouveau_Modern,alphonse-mucha,amants-1895
Pointillism,henri-martin,sewing-in-the-garden-at-marquayrol-1
Expressionism,vilmos-aba-novak,carousel-1931
Expressionism,lyonel-feininger,storm-brewing-1939
Romanticism,vasily-tropinin,portrait-of-fedor-semenovich-moslova
Rococo,thomas-gainsborough,coastal-scene-a-calm-1783
Impressionism,konstantin-korovin,harbor-in-norway-1894
Impressionism,edmund-charles-tarbell,arrangement-in-pink-and-gray-afternoon-tea
Cubism,olga-rozanova,king-of-clubs
Realism,julius-leblanc-stewart,the-visit(1)
Realism,ivan-shishkin,forest-before-the-storm-1872
Cubism,juan-gris,carafe-and-book-1920
Post_Impressionism,raoul-dufy,the-casino-1906
Romanticism,henryk-siemiradzki,a-gypsy
Baroque,gabriel-metsu,the-apple-peeler-1657
Impressionism,arkhip-kuindzhi,forest-glade
Baroque,jacob-jordaens,the-banquet-of-cleopatra-1653
Symbolism,nicholas-roerich,study-of-mountains-1
Color_Field_Painting,morris-louis,vav-1960
Naive_Art_Primitivism,david-burliuk,the-green-cow
Impressionism,edgar-degas,dance-class-1871
Impressionism,rudolf-schweitzer-cumpana,turnul-sighi-oarei-1930
Impressionism,pierre-auguste-renoir,smiling-young-girl
High_Renaissance,leonardo-da-vinci,head-of-saint-anne
Naive_Art_Primitivism,fred-yates,on-the-promenade
Early_Renaissance,piero-della-francesca,exaltation-of-the-cross-heraclius-enters-jerusalem-with-the-cross-1464(1)
Baroque,peter-paul-rubens,albert-vii-governor-of-the-southern-provinces
Impressionism,adam-baltatu,houses-at-the-edge-of-the-forest
Impressionism,henry-herbert-la-thangue,ancient-proven-al-road-1920
Impressionism,joaquã­n-sorolla,trafficking-in-human-beings-1894
Color_Field_Painting,morris-louis,horizontal-viii-1962
Baroque,willem-kalf,peasant-interior-with-woman-at-a-well
Baroque,bartolome-esteban-murillo,virgin-and-child-1680-1
Realism,alexey-venetsianov,a-peasant-woman-combing-flax-anisia
Rococo,francois-boucher,head-of-a-woman-from-behind
Impressionism,childe-hassam,poppies-isles-of-shoals
Expressionism,lyonel-feininger,the-kin-der-kids-1906
Baroque,diego-velazquez,philip-iv-in-armor
Realism,isaac-levitan,by-the-whirlpool-1892
Rococo,william-hogarth,the-times-plate-2-1763
Minimalism,tony-smith,source-1967
Romanticism,francisco-goya,duke-of-alba-1795
Post_Impressionism,vincent-van-gogh,portrait-of-adeline-ravoux-1890
Fauvism,janos-mattis-teutsch,landscape-1917-1
Impressionism,childe-hassam,lillie
Post_Impressionism,maxime-maufra,the-heart-of-the-port-of-goulphar-belle-ile-en-mer-1909
Impressionism,edouard-manet,portrait-of-henry-bernstein-as-a-child-1881
Early_Renaissance,jacopo-bellini,view-of-a-fortification-of-jerusalem(1)
Northern_Renaissance,hans-baldung,portrait-of-an-unknown-lady
Abstract_Expressionism,robert-goodnough,horses-i-1997
Romanticism,caspar-david-friedrich,wc-city-at-moonrise-by-caspar-david-friedrich
Impressionism,edgar-degas,woman-at-her-toilette-3
New_Realism,george-luks,the-wrestlers-1905
Cubism,stuart-davis,edison-mazda-1924
Baroque,rembrandt,beggar-in-a-high-cap-standing-1629
Rococo,george-morland,the-boatman-s-house
Rococo,giovanni-domenico-tiepolo,entry-into-jerusalem
Impressionism,william-james-glackens,north-beach-swimming-pool-1916
Expressionism,zinaida-serebriakova,the-market-in-pont-l-abbe-1934
Northern_Renaissance,hans-memling,st-ursula-shrine-virgin-and-child-1489
Romanticism,louis-janmot,po-me-de-l-me-4-le-printemps
Ukiyo_e,utagawa-kuniyoshi,kaji-of-gion-holding-a-fan
Impressionism,gregoire-boonzaier,bo-kaap-1951
Art_Nouveau_Modern,eugã¨ne-grasset,la-belle-jardiniere-april-1896
Realism,gregoire-boonzaier,still-life-with-tulips-1937
Realism,ivan-shishkin,overgrown-pond-at-the-edge-of-the-forest-siverskaya-1883
Impressionism,berthe-morisot,the-sewing-lesson-aka-the-artist-s-daughter-julie-with-her-nanny
Realism,pyotr-konchalovsky,garden-in-bloom-1935
Expressionism,lyonel-feininger,hanseatic-ships-hansaschiffe-1919
Impressionism,claude-monet,the-pyramids-at-port-coton
Impressionism,eugene-boudin,saint-cenery-the-church-and-the-bridge
Romanticism,ivan-aivazovsky,marina-1892
Symbolism,nicholas-roerich,tsong-kha-pa-1924
Realism,vasily-polenov,the-burnt-forest-1881
Realism,james-tissot,the-garden-bench
Minimalism,ellsworth-kelly,red-yellow-blue-iii-1966
Impressionism,antoine-blanchard,paris-la-chatelet
High_Renaissance,lorenzo-lotto,portrait-of-a-young-man-in-red-garment
Realism,camille-corot,lormes-shepherdess-sitting-under-trees-beside-a-stream-1842
Impressionism,paul-cezanne,bathers-1875
Impressionism,konstantin-korovin,mistress-of-the-house-1896
Baroque,claude-lorrain,landscape-with-an-imaginary-view-of-tivoli-1642
Pop_Art,peter-blake,on-the-balcony-1957
Mannerism_Late_Renaissance,titian,portrait-of-lavinia-his-daughter-1561
Impressionism,william-james-glackens,poppies-lilies-and-blue-flowers
Symbolism,odilon-redon,bouquet-with-white-lilies-in-a-japanese-vase
Post_Impressionism,maurice-prendergast,hindu-dancer
Romanticism,john-constable,a-boat-at-the-sluice
Post_Impressionism,david-burliuk,bouquet-by-the-sea-1960
Realism,fyodor-vasilyev,crimean-landscape-1873
Impressionism,nicolae-vermont,birch-wood-1902
Post_Impressionism,vincent-van-gogh,blossoming-chestnut-branches-1890(1)
Naive_Art_Primitivism,grandma-moses,shenandoah-valley-1938
Post_Impressionism,pablo-picasso,portrait-of-corina-romeu-1902
Abstract_Expressionism,ronnie-landfield,gates-of-blue-1975
Abstract_Expressionism,raoul-ubac,les-fruits-i-1975
Romanticism,arthur-hughes,perran-point-cornwall
Realism,ivan-shishkin,in-the-grove-1865
Art_Nouveau_Modern,ferdinand-hodler,self-portrait-1916-2
Expressionism,william-h.-johnson,portrait-of-ilya-bolotowsky-1930(1)
Symbolism,martiros-saryan,a-comet-1907
Post_Impressionism,pyotr-konchalovsky,balaklava-the-balcony-1929
Realism,ivan-kramskoy,contemplator-1876
Impressionism,eugene-boudin,deauville-on-the-jetty-1889
Realism,boris-kustodiev,urban-landscape-with-troika
High_Renaissance,giorgione,the-old-woman-1505(2)
Early_Renaissance,jacopo-bellini,triptych-of-the-nativity-1470
Mannerism_Late_Renaissance,el-greco,mount-sinai-1570
Symbolism,mikalojus-ciurlionis,andante-sonata-of-the-serpent-1908(1)
Romanticism,miklos-barabas,portrait-of-savka-obrenovic-1845
Naive_Art_Primitivism,marc-chagall,david-and-bathsheba-1956-1
Romanticism,thomas-cole,prometheus-bound-1847
Naive_Art_Primitivism,kazimir-malevich,study-for-portrait-of-a-peasant
Impressionism,salvador-dali,orchard-at-llane-cadaques-1920
Impressionism,camille-pissarro,the-effect-of-snow-at-hermitage-1874
Post_Impressionism,william-scott,louise-1939
Northern_Renaissance,hugo-van-der-goes,the-adoration-of-the-kings-monforte-altar
Northern_Renaissance,hans-holbein-the-younger,the-plowman
Early_Renaissance,sandro-botticelli,st-dominic(1)
Symbolism,james-tissot,god-s-promises-to-abram
Impressionism,pierre-auguste-renoir,landscape-at-wargemont-1879
Baroque,canaletto,grand-canal-looking-north-from-near-the-rialto-bridge
Baroque,rembrandt,flora-1634
Pop_Art,andy-warhol,ingrid-bergman-as-herself-1
Impressionism,giovanni-fattori,der-heuhaufen-1870
High_Renaissance,andrea-mantegna,the-holy-family-with-st-elizabeth-and-st-john-the-baptist-1505
Art_Nouveau_Modern,nicholas-roerich,conquest-of-kazan-1914
Art_Nouveau_Modern,aubrey-beardsley,the-fruit-bearers
Realism,henri-fantin-latour,dahlias-1873
Abstract_Expressionism,sam-francis,untitled-sfe-090-1993
Impressionism,pierre-auguste-renoir,the-luncheon-of-the-boating-party-1881-1
Impressionism,mary-cassatt,child-in-orange-dress-1902
Rococo,maurice-quentin-de-la-tour,portrait-of-philibert-orry
Expressionism,frank-auerbach,head-of-gerda-boehm
Realism,maxime-lalanne,ch-teau-de-mauvesin-pr-s-bagn-res-de-bigorre
Impressionism,john-singer-sargent,miss-wedewood-and-miss-sargent-sketching-1908
Rococo,bernardo-bellotto,vienna-panorama-from-palais-kaunitz
Ukiyo_e,katsushika-hokusai,sparrow-and-magnolia
Realism,thomas-eakins,portraits-2
Naive_Art_Primitivism,david-burliuk,peasant-woman-with-a-blue-cow
Realism,nikolay-bogdanov-belsky,spring-portrait-of-lady-i-baumane
Realism,pavel-fedotov,s-d-shishmarev-on-board-the-ship
Realism,nicholas-roerich,view-of-izvara-estate-1893
High_Renaissance,correggio,the-adoration-of-the-magi-1518(2)
Post_Impressionism,nicolae-tonitza,little-girl-1928
Romanticism,eduard-von-gebhardt,m-nnlicher-charakterkopf
Fauvism,piet-mondrian,the-red-mill-1911
Mannerism_Late_Renaissance,tintoretto,the-raising-of-lazarus-1581
Romanticism,andrei-ryabushkin,sadko-a-wealthy-guest-of-novgorod-illustration-for-the-book-russian-epic-heroes
Romanticism,vasily-tropinin,portrait-of-a-writer-v-i-lizogub-1847
Expressionism,tsuguharu-foujita,self-porttrait-with-a-cat
Abstract_Expressionism,willem-de-kooning,fire-island
Baroque,jan-steen,little-collector-1665
Cubism,juan-gris,clown
Realism,vincent-van-gogh,vase-with-carnations-and-bottle-1886
Romanticism,john-atkinson-grimshaw,november-moonlight
Rococo,louise-elisabeth-vigee-le-brun,self-portrait-in-a-straw-hat-1787
Baroque,rembrandt,the-golf-player-1654
Impressionism,alfred-sisley,bridge-at-villeneuve-la-garenne-1872-1
Expressionism,ossip-zadkine,dance
Post_Impressionism,vincent-van-gogh,restaurant-menu-1886
High_Renaissance,michelangelo,ignudo-4
Realism,vincent-van-gogh,landscape-with-willows-and-sun-shining-through-the-clouds-1884
Expressionism,amedeo-modigliani,standing-nude-with-garden-background-1913
Realism,vincent-van-gogh,hands-1885-2(1)
Realism,nicholas-roerich,porch-of-ancient-wooden-church-in-ladoga-1899
Post_Impressionism,theo-van-rysselberghe,woman-at-a-mirror-1907
Realism,ivan-kramskoy,inspection-of-the-old-house-1874
Post_Impressionism,gwen-john,the-pilgrim
Realism,charles-hermans,at-the-masquerade-detail
High_Renaissance,raphael,psyche-presenting-venus-with-water-from-the-styx-1517
Baroque,bartolome-esteban-murillo,st-leander-1655
Post_Impressionism,victor-borisov-musatov,garlands-of-cornflowers-1905
Post_Impressionism,edouard-cortes,st-martin-2
High_Renaissance,michelangelo,the-prophet-daniel-1511
Rococo,vieira-portuense,retrato-de-uma-mulher-1800
Impressionism,alfred-sisley,bridge-at-serves
Impressionism,camille-pissarro,the-pont-neuf-1901
Naive_Art_Primitivism,marc-chagall,rebellious-prophet-was-killed-by-a-lion-i-kings-xiii-24-28
Expressionism,chronis-botsoglou,landscape-1963
Post_Impressionism,moise-kisling,not-identified-35
Impressionism,sever-burada,springtime-in-c-lm-valley
Post_Impressionism,walter-sickert,ennui
Expressionism,ossip-zadkine,three-women-in-an-interior
Impressionism,claude-monet,the-mill-at-vervy
Realism,james-tissot,caricature-of-charles-voysey
Realism,vincent-van-gogh,weaver-facing-left-1884
Impressionism,eugene-boudin,trouville-the-port-at-low-tide-1887
Expressionism,m.c.-escher,skull
Abstract_Expressionism,morris-graves,surf-and-bird-1940
Baroque,rembrandt,the-holy-family-fragment-1645
Early_Renaissance,piero-della-francesca,view-of-the-cappella-maggiore-1466(1)
Post_Impressionism,pyotr-konchalovsky,still-life-with-begonia-1916
Romanticism,karl-bryullov,portrait-of-ye-i-durnova
Expressionism,andre-derain,the-portrait-of-woman-1913
Color_Field_Painting,john-hoyland,4-5-68-1968
Romanticism,francisco-goya,scene-of-a-bullfight
Impressionism,max-liebermann,villa
Realism,ivan-shishkin,rotten-wood-covered-with-moss-1890
Romanticism,john-constable,stonehenge-1835
Romanticism,francisco-goya,la-tirana-1799
Impressionism,mary-cassatt,sleepy-baby-1910
Pop_Art,burhan-dogancay,blazing-star-1999
Symbolism,nikolaos-gyzis,mother-of-god-study-1898
Impressionism,john-singer-sargent,the-steps-of-the-church-of-s-s-domenico-e-siste-in-rome-1906
Analytical_Cubism,georges-braque,still-life-with-harp-and-violin-1911
Minimalism,leo-villareal,column-2004
Impressionism,valentin-serov,portrait-of-the-writer-leonid-andreev-1907
Pop_Art,marjorie-strider,eyeful-2010
Pop_Art,hiro-yamagata,vacance-1980
Art_Nouveau_Modern,konstantin-somov,poster-of-exhibition-of-russian-and-finnish-artists-1898
Symbolism,konstantin-bogaevsky,italian-landscape-1911
Naive_Art_Primitivism,marc-chagall,king-david-1974-2
Rococo,jean-marc-nattier,mademoiselle-de-clermont-as-a-sultana-1733
Baroque,diego-velazquez,mercury-and-argus
Art_Nouveau_Modern,heorhiy-narbut,sheet-ch-from-the-album-ukrainian-alphabet-1917
Abstract_Expressionism,dan-christensen,crayola-1982
Cubism,marc-chagall,marketplace-in-vitebsk-1917
Baroque,isaac-van-ostade,interior-of-a-peasant-house
Expressionism,emil-nolde,papuan-youth-1914
Expressionism,yiannis-tsaroychis,portrait-of-a-young-aviator-1954
Art_Nouveau_Modern,henri-de-toulouse-lautrec,yvette-guilbert-1
Northern_Renaissance,albrecht-durer,young-steer
Symbolism,kazimir-malevich,two-dryads-1908
Expressionism,max-weber,adoration-of-the-moon
Mannerism_Late_Renaissance,jacopo-pontormo,study-to-moses-receiving-the-tablets-of-law
Romanticism,francisco-goya,i-am-still-learning
Romanticism,konstantin-makovsky,cairene-1
Impressionism,pierre-auguste-renoir,bather-admiring-herself-in-the-water
Early_Renaissance,carlo-crivelli,enthroned-madonna-saint-jerome-and-st-sebastian-1490
Realism,henri-fantin-latour,pansies-1903
Minimalism,walter-darby-bannard,aqua-same-1962
Impressionism,james-tissot,autumn-on-the-thames
Northern_Renaissance,hieronymus-bosch,st-john-the-evangelist-on-patmos-reverse
Impressionism,hoca-ali-riza,manzara-landscape-1898
Realism,vladimir-makovsky,without-a-master-1911
Impressionism,pierre-auguste-renoir,path-through-the-undergrowth-1910
Abstract_Expressionism,willem-de-kooning,untitled-1986
Expressionism,lucian-freud,the-big-man-1977
Northern_Renaissance,albrecht-durer,study-of-a-man-with-a-drill
High_Renaissance,pietro-perugino,madonna-with-saints-adoring-the-child
Impressionism,antoine-blanchard,arc-de-triomphe-1
Impressionism,claude-monet,waterloo-bridge-london-1
Realism,georgios-jakobides,plan-for-the-short-story-the-ugly-sister-of-d-vikelas-1901(1)
Cubism,christian-schad,kreuzabnahme-1916
Symbolism,harry-clarke,the-year-s-at-the-spring-1920-7
Impressionism,camille-pissarro,two-cowherds-by-the-river
Early_Renaissance,domenico-ghirlandaio,the-miracle-of-a-child-1486
Cubism,marevna-(marie-vorobieff),portrait-of-a-young-david-1955
Art_Nouveau_Modern,henri-de-toulouse-lautrec,the-mad-cow
Realism,vincent-van-gogh,head-of-a-peasant-woman-with-dark-cap-1885(1)
Contemporary_Realism,jamie-wyeth,not-detected-267434
Minimalism,li-yuan-chia,untitled-triptych
Romanticism,gustave-dore,don-quixote-117
Symbolism,jozsef-rippl-ronai,woman-in-ink-dress-and-black-collar-1915
Post_Impressionism,mikhail-nesterov,sasha-1915
Impressionism,maxime-maufra,waterloo-de-new-brighton
Impressionism,pierre-auguste-renoir,portrait-of-lucienne-1918
Ukiyo_e,utagawa-toyokuni,the-heian-courtier
Symbolism,mikhail-vrubel,a-man-in-a-russian-old-style-costume-1886
Art_Nouveau_Modern,jacek-malczewski,poisoned-well-ii
Naive_Art_Primitivism,pablo-picasso,untitled-1939-2
Symbolism,nicholas-roerich,christ-1933
High_Renaissance,raphael,prime-mover-from-the-stanza-della-segnatura-1511
Northern_Renaissance,dirk-bouts,the-middle-panel-of-the-pearl-of-brabant-adoration-of-the-magi
Baroque,annibale-carracci,baptism-of-christ-1584
Symbolism,konstantin-bogaevsky,the-industrial-landscape
Baroque,pietro-da-cortona,the-martyrdom-of-saint-stephen-1660
Ukiyo_e,ito-shinsui,morning-at-kambayashi-1948
Symbolism,nicholas-roerich,message-from-shambhala-1
Pop_Art,roy-lichtenstein,the-den-1990
Impressionism,paul-signac,the-jetty
Symbolism,nicholas-roerich,white-stone-sign-of-cintamani-or-horse-of-happiness-1933
Expressionism,salvador-dali,et-cognoverunt-eum-in-fractione-panis-1964
Baroque,johannes-vermeer,a-young-woman-seated-at-the-virginals-a-young-woman-seated-at-the-virginal
Realism,horia-bernea,flowers-1978
Symbolism,kuzma-petrov-vodkin,sketch-of-the-painting-girls-on-the-volga-1914
Art_Nouveau_Modern,felix-vallotton,mont-blanc-1892
Naive_Art_Primitivism,marc-chagall,noah-s-ark-3
Early_Renaissance,pietro-perugino,madonna-enthroned-with-saints-catherine-and-rose-of-alexandria-and-two-angels-1492
Romanticism,edwin-henry-landseer,the-sanctuary
Rococo,william-hogarth,portrait-of-lady-mary-grey-and-lord-george-grey-1740
Impressionism,camille-pissarro,market-at-pontoise-1895
Baroque,rembrandt,christ-in-the-storm-1633
Expressionism,mary-fedden,lanzarote-1977
Realism,salvador-dali,the-prince-of-sleep-el-principe-de-ensueno-1979
Romanticism,lev-lagorio,on-the-island-of-capri-coastal-cliffs-1859
Naive_Art_Primitivism,fernand-leger,study-nuts-1931
Art_Nouveau_Modern,nicholas-roerich,parting-century
Post_Impressionism,vincent-van-gogh,orchard-and-house-with-orange-roof-1888
Art_Nouveau_Modern,wilhelm-kotarbinski,wave-1
Expressionism,horia-bernea,hills-at-poiana-m-rului-1966
Impressionism,joaquã­n-sorolla,the-coast-near-san-sebastian-1918
Realism,boris-kustodiev,harvester-1924
Impressionism,pierre-auguste-renoir,leontine-and-coco-1909
Symbolism,james-tissot,the-prophet-jonah
Post_Impressionism,georges-vantongerloo,moored-fishing-boats-in-volendam-1915
Impressionism,rudolf-schweitzer-cumpana,geamia-din-balcic
Expressionism,henri-matisse,notre-dame-1914
Cubism,pyotr-konchalovsky,bridge-in-nara-the-wind-1918
Realism,vasily-tropinin,portrait-of-a-a-sapozhnikov-1852
Northern_Renaissance,albrecht-altdorfer,beautiful-mary-in-the-church-1519
Northern_Renaissance,albrecht-durer,the-holy-family-with-joachim-and-saint-ann
Expressionism,max-beckmann,reclining-nude-1929
Expressionism,balthus,still-life-with-lamp-1958
Impressionism,camille-pissarro,london-st-paul-s-cathedral-1890
Color_Field_Painting,sam-francis,untitled-sam-francis-for-arnold-newman
Impressionism,samuel-mutzner,plase-la-uscat
Realism,william-merritt-chase,my-daughter-dieudonne-alice-dieudonne-chase
Post_Impressionism,georges-lemmen,family-gathering-in-saint-idesbald
Cubism,umberto-boccioni,the-antigraceful-1912
Post_Impressionism,gwen-john,girl-with-bare-shoulders-1909
Symbolism,mikalojus-ciurlionis,creation-of-the-world-vii-1906
Romanticism,gustave-dore,esther-before-the-king
Romanticism,paul-cezanne,portrait-of-uncle-dominique-1866
Early_Renaissance,fra-angelico,thebaid
Impressionism,robert-julian-onderdonk,east-loyal-field-1908
Impressionism,edgar-degas,make-an-attempt-second-version-1877
Symbolism,nicholas-roerich,monhigan-study-1922-13
Expressionism,max-weber,portrait-of-abraham-walkowitz
Art_Nouveau_Modern,carl-larsson,a-day-of-celebration(1)
Romanticism,william-turner,the-dogana-san-giorgio-citella-from-the-steps-of-the-europa
Early_Renaissance,fra-angelico,the-story-of-st-nicholas-1448-1
High_Renaissance,leonardo-da-vinci,caricature
Symbolism,nicholas-roerich,snowy-peaks
Baroque,francesco-guardi,the-piazzetta-looking-toward-san-giorgio-maggiore
Impressionism,henri-catargi,pansies-1974
Realism,vincent-van-gogh,orphan-man-with-cap-and-stick-1882
Impressionism,max-liebermann,terrace-overlooking-the-flower-garden-in-wannsee-1918
Realism,ivan-shishkin,the-sun-in-the-forest-1895
Expressionism,ossip-zadkine,daphne
Expressionism,nikolaos-lytras,self-portraits
Romanticism,francisco-goya,fight-with-cudgels-1823
Minimalism,pierre-soulages,peinture-244-x-181-cm-25-avril-2011-2011
Impressionism,antoine-blanchard,boulevard-de-la-madeleine-6
Baroque,pieter-de-hooch,woman-with-a-child-and-a-maid-in-an-interior
Impressionism,julian-alden-weir,girl-standing-by-a-gate-1896
Naive_Art_Primitivism,niko-pirosmani,tamar-of-georgia
Early_Renaissance,jacopo-bellini,saint-jerome-1430
High_Renaissance,michelangelo,study-for-the-porta-pia-a-gate-in-the-aurelian-walls-of-rome-1561
Color_Field_Painting,gene-davis,graf-zeppelin-1969
Abstract_Expressionism,brice-marden,venus-1991
Expressionism,balthus,princess-maria-volkonsky-at-the-age-of-twelve-1945
Color_Field_Painting,maurice-esteve,composition-1974-1
Northern_Renaissance,joachim-wtewael,charity-1627
Realism,ilya-repin,portrait-of-painter-viktor-mikhailovich-vasnetsov-study-for-the-picture-sadko-in-the-underwater-1875
Pointillism,henri-edmond-cross,the-port-of-marseilles
Romanticism,pavel-svinyin,a-fort
Symbolism,felicien-rops,lady-with-puppet-1
Impressionism,paul-cezanne,landscape-in-provence-1875
Realism,vasily-perov,boy-craftsman-1865
Symbolism,leon-spilliaert,femme-en-pied-1902
Symbolism,harry-clarke,the-year-s-at-the-spring-1920-14
Ukiyo_e,utagawa-toyokuni,nakamura-utaemon-1
Abstract_Expressionism,willem-de-kooning,untitled-xi
Post_Impressionism,ferdinand-hodler,lake-thun-from-lessig-1904
Impressionism,paul-signac,antibes-1917
Abstract_Expressionism,sam-francis,untitled-sf-315-1986
Impressionism,edgar-degas,amateur-jockey-1870
Northern_Renaissance,albrecht-durer,crucifixion-1498
Pop_Art,derek-boshier,plan-ii-1972
Post_Impressionism,augustus-john,the-girl-on-the-cliff-1936
Impressionism,camille-pissarro,enclosed-field-at-eragny-1896
Realism,thomas-eakins,anatomical-drawing
Realism,boris-kustodiev,portrait-of-vasily-kastalsky
Romanticism,orest-kiprensky,portrait-of-a-dmitriyev-mamonov-1815
Minimalism,piero-manzoni,achrome-1958
Romanticism,ivan-aivazovsky,moonlit-night-on-the-crimea-gurzuf-1839
Naive_Art_Primitivism,david-burliuk,a-peasant-couple-with-cow-and-geese
Realism,johan-hendrik-weissenbruch,view-at-geestbrug
Symbolism,mikhail-vrubel,mermaid
Expressionism,vilmos-aba-novak,carrying-the-cross-1921
Post_Impressionism,edouard-cortes,metro-george-v
Baroque,jan-steen,dancing-couple-detail-1663
Realism,andrei-ryabushkin,portrait-of-i-f-tyumenev-1886
Rococo,maurice-quentin-de-la-tour,marie-fel-with-eyes-full-of-love
Impressionism,rudolf-schweitzer-cumpana,carpenters-lunch-1929
Realism,nikolay-bogdanov-belsky,portrait-of-yanka-kupala
Expressionism,max-pechstein,ballet-dancers-1912
Post_Impressionism,arturo-souto,portrait-of-vera-mayer-1952
Realism,giovanni-boldini,portrait-of-a-lady-1889
Expressionism,henri-matisse,still-life-13
Baroque,anthony-van-dyck,silenus-drunk
Impressionism,claude-monet,poppy-field-in-giverny
Impressionism,julian-alden-weir,the-veranda-1900
Symbolism,gustave-moreau,phoebus-and-boreas
Romanticism,jan-matejko,sigismund-iii-vasa
Realism,vincent-van-gogh,scheveningen-woman-sewing-2-1881
Expressionism,franz-marc,cows-yellow-red-green-1912
Realism,vasily-polenov,among-the-teachers
Baroque,canaletto,santi-giovanni-e-paolo-and-the-scuola-di-san-marco
Realism,ilya-mashkov,radish-1942
Romanticism,john-constable,willy-lot-s-house-1810
High_Renaissance,leonardo-da-vinci,drawings-of-a-bird-in-flight
Impressionism,mary-cassatt,simone-in-plumed-hat
Expressionism,frank-auerbach,primrose-hill-1968
Realism,vasily-polenov,they-brought-the-children
Realism,vladimir-makovsky,summer-1896
